review_id,date,bank_name,rating,churn,platform,sex,age,tenure,credit_score,balance,products_number,credit_card,active_member,data_source,content
49456090612,2025-05-10,NCB,5,0,facebook,Female,35,7,556,11170781241.0,1,0,1,synthetic,
53480039120,2025-04-21,NCB,3,0,facebook,Female,45,20,723,12582214059.0,4,1,1,synthetic,
68270456167,2025-09-02,NCB,2,1,facebook,Female,44,15,360,6189131328.0,3,1,0,synthetic,
20599593556,2025-11-03,NCB,3,0,facebook,Female,33,9,383,14521598366.0,3,1,1,synthetic,
93093470527,2025-06-19,NCB,2,1,facebook,Male,47,15,386,10443391283.0,2,0,1,synthetic,
74254810283,2025-08-29,NCB,3,0,facebook,Male,42,11,333,6132444826.0,3,1,1,synthetic,
38093608212,2025-06-12,NCB,4,0,facebook,Male,54,1,573,8817358168.0,4,0,0,synthetic,
44117110406,2026-01-04,NCB,5,0,facebook,Female,21,3,493,11936159647.0,1,0,1,synthetic,
46037421130,2025-06-11,NCB,4,0,facebook,Female,32,3,354,5176489372.0,2,0,1,synthetic,
31653442326,2026-02-06,NCB,3,0,facebook,Male,20,1,386,983194922.0,1,0,1,synthetic,
16001252107,2025-12-08,NCB,4,0,facebook,Female,38,17,732,9215336812.0,2,1,1,synthetic,
43549165757,2025-10-01,NCB,1,1,facebook,Female,27,5,554,11441758470.0,4,0,0,synthetic,
12219586462,2025-12-01,NCB,5,0,facebook,Male,24,1,663,12867387717.0,1,0,0,synthetic,
68551297576,2025-05-14,NCB,3,0,facebook,Male,39,18,830,8974693694.0,1,1,1,synthetic,
29322422013,2025-04-17,NCB,1,1,facebook,Female,19,0,809,4847977693.0,2,1,0,synthetic,
98931112836,2025-10-12,NCB,1,1,facebook,Female,31,8,660,7143031142.0,1,1,0,synthetic,
36062902863,2025-08-25,NCB,3,0,facebook,Male,28,6,406,9941398223.0,3,0,0,synthetic,
82630623267,2025-12-31,NCB,4,0,facebook,Male,21,1,562,10627623031.0,1,1,1,synthetic,
30699540734,2025-07-08,NCB,1,1,facebook,Female,31,6,704,7052782942.0,2,1,0,synthetic,
51004758882,2025-12-25,NCB,2,1,facebook,Male,50,18,320,11266423243.0,5,1,1,synthetic,
82178571405,2025-04-01,NCB,5,0,facebook,Male,32,10,355,6901538845.0,1,0,1,synthetic,
51139745819,2025-04-20,NCB,1,1,facebook,Female,23,5,443,653601740.0,3,0,0,synthetic,
73717405028,2025-11-05,NCB,4,0,facebook,Male,32,14,622,8510938042.0,3,1,1,synthetic,
96617815004,2026-02-20,NCB,3,0,facebook,Male,30,3,507,10352820573.0,2,1,1,synthetic,
20467593616,2025-04-27,NCB,4,0,facebook,Male,36,8,319,9135995140.0,1,1,1,synthetic,
69811948949,2025-12-28,NCB,4,0,facebook,Female,23,5,312,8983253722.0,4,1,1,synthetic,
31824238598,2025-03-15,NCB,2,1,facebook,Male,41,2,669,6721727562.0,3,1,1,synthetic,
66415155714,2025-10-27,NCB,3,0,facebook,Male,32,1,827,16930931928.0,3,0,1,synthetic,
86603876389,2025-06-23,NCB,3,0,facebook,Male,43,11,590,12028724529.0,3,0,0,synthetic,
12586836075,2025-09-21,NCB,3,0,facebook,Female,22,1,340,2494033660.0,5,0,1,synthetic,
89634792313,2025-10-20,NCB,5,0,facebook,Female,18,0,546,7529550165.0,1,0,0,synthetic,
23293481265,2025-06-15,NCB,4,0,facebook,Male,41,13,573,1646599509.0,2,1,0,synthetic,
87142603750,2025-09-25,NCB,3,0,facebook,Female,24,2,613,7187413950.0,1,1,1,synthetic,
16540936563,2026-02-05,NCB,4,0,facebook,Male,33,3,369,3934022880.0,1,0,1,synthetic,
50300353154,2025-05-21,NCB,3,0,facebook,Male,24,5,673,6090500375.0,4,1,1,synthetic,
29426739221,2025-07-18,NCB,5,0,facebook,Male,46,12,563,8189684564.0,4,0,1,synthetic,
69053211651,2025-09-01,NCB,4,0,facebook,Female,22,2,303,7438416231.0,3,1,1,synthetic,
83541625768,2026-02-24,NCB,4,0,facebook,Female,32,0,418,14159398475.0,1,1,1,synthetic,
86500772263,2025-06-14,NCB,5,0,facebook,Male,35,13,762,8345615203.0,4,1,1,synthetic,
79338516128,2025-10-07,NCB,1,1,facebook,Male,18,0,772,11926946859.0,1,0,0,synthetic,
85094176613,2025-12-12,NCB,4,0,facebook,Female,32,3,600,14689777823.0,3,1,1,synthetic,
44157770919,2026-02-23,NCB,4,0,facebook,Female,28,3,667,6792349895.0,3,0,1,synthetic,
97525513596,2025-11-18,NCB,5,0,facebook,Male,19,0,320,6500025694.0,3,0,1,synthetic,
84507544136,2025-09-25,NCB,4,0,facebook,Female,46,11,496,9697305900.0,2,1,0,synthetic,
96755192465,2025-10-09,NCB,4,0,facebook,Female,21,2,623,4375293763.0,3,0,1,synthetic,
98144602243,2025-10-29,NCB,2,1,facebook,Male,25,0,579,4898451873.0,1,1,1,synthetic,
57229127562,2025-03-16,NCB,3,0,facebook,Female,49,12,560,11935343459.0,1,0,1,synthetic,
23305967571,2025-09-26,NCB,3,0,facebook,Male,31,9,428,4115125715.0,1,1,1,synthetic,
48848387302,2025-05-21,NCB,3,0,facebook,Male,28,6,621,1784976643.0,1,1,0,synthetic,
77951937391,2025-09-24,NCB,4,0,facebook,Female,18,0,528,8357345252.0,3,0,1,synthetic,
35667563208,2025-05-17,NCB,3,0,facebook,Male,47,3,354,6222082493.0,4,1,1,synthetic,
85473266322,2025-02-28,NCB,4,0,facebook,Male,42,8,624,4182066098.0,2,1,1,synthetic,
13415339318,2025-04-09,NCB,5,0,facebook,Male,39,16,832,15002158891.0,4,1,1,synthetic,
36508904434,2026-02-01,NCB,1,1,facebook,Male,35,4,395,5684907622.0,4,0,1,synthetic,
96164404332,2025-07-07,NCB,3,0,facebook,Female,60,12,494,381361122.0,3,1,1,synthetic,
43736674543,2025-08-11,NCB,3,0,facebook,Male,33,5,632,9142541514.0,1,1,0,synthetic,
53489223086,2025-11-15,NCB,1,1,facebook,Male,25,7,677,8138195260.0,1,0,1,synthetic,
99918216340,2025-12-30,NCB,3,0,facebook,Male,30,2,413,6444060109.0,1,1,0,synthetic,
52526833320,2026-01-03,NCB,3,0,facebook,Female,45,10,484,8431022979.0,2,0,1,synthetic,
12378346532,2025-10-29,NCB,5,0,facebook,Female,32,6,724,3786635620.0,1,1,0,synthetic,
59640102128,2025-10-31,NCB,1,1,facebook,Female,28,3,582,10974004916.0,1,1,1,synthetic,
14392480631,2026-01-31,NCB,5,0,facebook,Female,26,3,307,9143234572.0,1,1,1,synthetic,
44172166230,2025-06-15,NCB,5,0,facebook,Female,28,0,326,5184870541.0,4,0,1,synthetic,
13936047366,2025-12-09,NCB,5,0,facebook,Male,21,0,506,5912368684.0,1,0,1,synthetic,
86216704049,2025-03-05,NCB,4,0,facebook,Male,24,4,756,7951095989.0,4,1,1,synthetic,
80646456150,2025-05-10,NCB,4,0,facebook,Female,23,5,659,408005938.0,1,1,1,synthetic,
66896600139,2025-08-07,NCB,3,0,facebook,Male,18,0,629,10880308814.0,1,1,1,synthetic,
73179951474,2025-05-29,NCB,5,0,facebook,Male,27,2,707,11010261908.0,1,1,1,synthetic,
87351282148,2025-08-21,NCB,2,1,facebook,Female,24,2,362,7863679508.0,2,1,1,synthetic,
58663905885,2025-02-25,NCB,5,0,facebook,Male,20,0,702,5146241144.0,3,1,0,synthetic,
58125976529,2025-08-13,NCB,1,1,facebook,Male,28,1,715,4802916781.0,5,0,1,synthetic,
57498735761,2025-05-05,NCB,3,0,facebook,Female,29,7,734,6056387889.0,2,0,1,synthetic,
88583235459,2025-10-30,NCB,5,0,facebook,Male,42,15,582,15744368703.0,2,1,0,synthetic,
23995320227,2025-03-17,NCB,3,0,facebook,Male,39,3,501,7066886737.0,4,1,1,synthetic,
41330254026,2025-08-17,NCB,5,0,facebook,Male,19,1,330,9981654797.0,4,0,0,synthetic,
31153598791,2025-05-20,NCB,1,1,facebook,Female,32,5,733,3784706739.0,1,1,0,synthetic,
50235835996,2025-10-18,NCB,5,0,facebook,Female,20,2,760,5016288917.0,3,1,1,synthetic,
90201779821,2025-03-09,NCB,3,0,facebook,Male,27,3,498,1382464272.0,3,1,1,synthetic,
96665856167,2025-12-05,NCB,5,0,facebook,Female,36,13,828,10034297536.0,2,0,0,synthetic,
67804046910,2025-05-20,NCB,4,0,facebook,Female,50,15,797,3959025139.0,1,1,1,synthetic,
42937759466,2025-11-27,NCB,3,0,facebook,Male,25,3,621,7951410761.0,1,1,1,synthetic,
96403140745,2025-06-16,NCB,5,0,facebook,Male,36,3,341,3468711306.0,4,1,1,synthetic,
63153245526,2025-04-08,NCB,4,0,facebook,Female,34,15,452,10875075704.0,1,1,1,synthetic,
40128929590,2026-02-18,NCB,3,0,facebook,Female,45,9,788,7219949779.0,4,0,0,synthetic,
84867154223,2025-10-22,NCB,2,1,facebook,Male,31,2,749,6357369780.0,1,1,1,synthetic,
22527654623,2025-08-09,NCB,4,0,facebook,Male,27,1,497,10687070866.0,1,1,1,synthetic,
36788833217,2025-05-29,NCB,2,1,facebook,Female,33,3,698,5788922025.0,3,1,0,synthetic,
38002461072,2025-03-03,NCB,2,1,facebook,Male,18,0,467,9297805374.0,4,0,1,synthetic,
15170945093,2025-11-13,NCB,3,0,facebook,Female,28,2,397,1313661791.0,1,1,0,synthetic,
23887513187,2025-11-01,NCB,2,1,facebook,Female,45,3,602,9940328504.0,3,0,0,synthetic,
29911965825,2026-01-31,NCB,2,1,facebook,Male,35,5,822,3634373776.0,1,1,1,synthetic,
13379275112,2025-06-26,NCB,4,0,facebook,Female,30,6,372,3561500672.0,1,0,1,synthetic,
15502395057,2025-12-05,NCB,3,0,facebook,Male,25,3,759,7947141410.0,3,0,1,synthetic,
47344107716,2025-12-29,NCB,5,0,facebook,Male,49,13,769,2986545696.0,3,1,0,synthetic,
26154390381,2026-02-14,NCB,4,0,facebook,Male,25,0,563,8715766244.0,1,1,0,synthetic,
89455216399,2026-01-15,NCB,1,1,facebook,Male,28,9,640,3092308510.0,2,1,1,synthetic,
49649314080,2026-02-08,NCB,5,0,facebook,Male,30,9,625,7149426445.0,3,0,1,synthetic,
54968297725,2025-04-19,NCB,1,1,facebook,Female,33,15,840,7020615474.0,2,1,0,synthetic,
84237630672,2025-03-09,NCB,4,0,facebook,Male,24,0,597,5179012334.0,4,0,1,synthetic,
68495282111,2025-03-03,NCB,4,0,facebook,Male,22,3,421,6394205101.0,4,1,0,synthetic,
13513036189,2025-06-06,NCB,5,0,facebook,Female,38,6,384,6658861627.0,2,1,1,synthetic,
98670987712,2025-10-23,NCB,2,1,facebook,Female,22,4,729,5577353834.0,3,1,1,synthetic,
77814794315,2026-02-24,NCB,3,0,facebook,Female,18,0,687,7804049477.0,2,0,1,synthetic,
62407771915,2025-10-29,NCB,5,0,facebook,Female,40,11,407,6577222097.0,1,1,1,synthetic,
93398647181,2025-09-14,NCB,2,1,facebook,Male,18,0,795,11234090602.0,2,1,0,synthetic,
30384180229,2025-10-07,NCB,4,0,facebook,Female,46,7,546,4188635023.0,3,0,1,synthetic,
12288639900,2025-05-01,NCB,3,0,facebook,Male,30,1,582,2706467330.0,1,0,1,synthetic,
35384489068,2025-08-19,NCB,4,0,facebook,Female,26,0,804,12156352104.0,1,1,1,synthetic,
78962883230,2026-01-01,NCB,3,0,facebook,Female,49,7,598,4164368730.0,2,1,1,synthetic,
65673913900,2025-05-26,NCB,1,1,facebook,Female,30,10,482,7695631361.0,1,1,1,synthetic,
65048864947,2025-05-28,NCB,4,0,facebook,Female,31,13,490,9848219358.0,3,0,1,synthetic,
62219213901,2025-11-14,NCB,1,1,facebook,Male,25,6,375,775271350.0,1,0,1,synthetic,
74799943149,2025-12-07,NCB,2,1,facebook,Male,47,17,371,7533011922.0,1,0,0,synthetic,
22220122647,2025-04-15,NCB,4,0,facebook,Female,37,16,595,11943478150.0,1,1,0,synthetic,
16111878496,2025-03-10,NCB,3,0,facebook,Male,21,3,501,10037871118.0,2,1,1,synthetic,
84727468164,2025-09-01,NCB,3,0,facebook,Female,32,3,400,11378004374.0,3,1,0,synthetic,
21609985986,2025-04-18,NCB,5,0,facebook,Male,39,10,667,5999436036.0,3,1,1,synthetic,
82437916418,2026-01-06,NCB,3,0,facebook,Female,35,9,301,2545189224.0,5,1,1,synthetic,
61455557839,2025-08-21,NCB,3,0,facebook,Male,21,0,750,13474668721.0,2,0,0,synthetic,
13747166150,2025-03-18,NCB,4,0,facebook,Male,35,4,347,7544474640.0,1,0,1,synthetic,
26567175583,2026-02-15,NCB,4,0,facebook,Female,37,7,793,13596592095.0,1,0,1,synthetic,
56610297715,2025-03-07,NCB,5,0,facebook,Male,33,0,410,15641564340.0,1,1,1,synthetic,
22636223120,2025-06-09,NCB,5,0,facebook,Male,25,7,345,2157503990.0,4,1,1,synthetic,
32859821314,2025-07-23,NCB,2,1,facebook,Male,49,11,457,8359383814.0,1,1,1,synthetic,
52171533061,2025-06-03,NCB,1,1,facebook,Female,23,3,340,9021562726.0,2,0,1,synthetic,
39140165943,2025-09-05,NCB,2,1,facebook,Female,41,14,459,1794335107.0,1,1,0,synthetic,
55198120106,2025-08-15,NCB,4,0,facebook,Female,25,4,522,300356767.0,2,1,1,synthetic,
57106201306,2025-12-14,NCB,2,1,facebook,Female,18,0,591,3118806328.0,1,0,0,synthetic,
41320041960,2025-07-28,NCB,4,0,facebook,Male,24,1,482,2515106282.0,2,1,1,synthetic,
50727373761,2025-11-21,NCB,4,0,facebook,Male,21,3,672,8409317759.0,3,0,0,synthetic,
17843320933,2025-10-16,NCB,4,0,facebook,Male,18,0,341,9726230252.0,3,1,1,synthetic,
74969600139,2025-08-23,NCB,2,1,facebook,Male,29,0,712,1042121204.0,4,0,0,synthetic,
10940210799,2025-07-03,NCB,3,0,facebook,Female,23,4,384,5354239113.0,3,1,1,synthetic,
53642249875,2026-02-17,NCB,1,1,facebook,Female,49,12,533,9621740376.0,5,0,1,synthetic,
37341297887,2025-03-04,NCB,4,0,facebook,Female,49,8,318,11600080538.0,3,1,1,synthetic,
39496574381,2025-09-06,NCB,3,0,facebook,Female,33,4,536,5872007502.0,1,1,1,synthetic,
85239188165,2025-09-20,NCB,5,0,facebook,Male,19,0,822,3643601803.0,4,1,1,synthetic,
23690817408,2025-09-27,NCB,5,0,facebook,Female,32,5,724,788346451.0,3,1,1,synthetic,
99630327798,2026-01-18,NCB,5,0,facebook,Male,23,3,477,1855804920.0,2,1,0,synthetic,
41840403631,2025-11-20,NCB,5,0,facebook,Female,31,3,421,13577072059.0,3,1,1,synthetic,
11155259122,2025-03-12,NCB,4,0,facebook,Male,21,2,536,11215196608.0,3,1,1,synthetic,
50413341975,2025-07-17,NCB,4,0,facebook,Female,28,1,463,12490394983.0,5,0,0,synthetic,
37356325820,2025-03-08,NCB,4,0,facebook,Female,32,6,562,13085476652.0,4,1,1,synthetic,
58872374839,2025-06-20,NCB,3,0,facebook,Female,21,0,343,6335141065.0,4,0,0,synthetic,
90856218043,2025-05-20,NCB,4,0,facebook,Male,40,6,356,6786741465.0,2,0,1,synthetic,
60817023533,2026-02-01,NCB,4,0,facebook,Male,28,1,774,4911325182.0,1,1,1,synthetic,
81351154508,2025-11-23,NCB,5,0,facebook,Female,28,2,824,5890549292.0,2,1,1,synthetic,
18333763854,2025-10-03,NCB,5,0,facebook,Female,19,0,442,11815021922.0,1,0,0,synthetic,
30763687498,2025-08-29,NCB,1,1,facebook,Female,26,1,724,13622716562.0,2,1,1,synthetic,
67187979956,2025-12-27,NCB,5,0,facebook,Female,28,4,513,2592116572.0,2,0,1,synthetic,
13921183059,2025-03-27,NCB,3,0,facebook,Male,36,8,376,8659363919.0,4,1,1,synthetic,
68536358523,2025-04-18,NCB,4,0,facebook,Female,18,0,521,11399879602.0,1,1,1,synthetic,
18839786158,2025-08-03,NCB,4,0,facebook,Female,27,3,474,9737717903.0,5,1,0,synthetic,
84308681188,2025-06-06,NCB,3,0,facebook,Male,35,17,564,8847839186.0,2,1,1,synthetic,
96505258340,2025-09-27,NCB,3,0,facebook,Male,31,1,407,3003672891.0,2,1,0,synthetic,
14311496106,2025-04-18,NCB,1,1,facebook,Male,25,4,399,4991111391.0,4,1,1,synthetic,
34151249472,2026-01-26,NCB,3,0,facebook,Male,20,1,360,6698058042.0,5,0,1,synthetic,
11622870964,2025-10-12,NCB,4,0,facebook,Female,33,8,352,5073800151.0,1,0,1,synthetic,
89211155344,2025-03-02,NCB,4,0,facebook,Male,44,1,481,4624271814.0,2,0,1,synthetic,
65864570777,2025-03-25,NCB,3,0,facebook,Male,29,3,431,6892593125.0,5,0,0,synthetic,
39356360214,2025-08-25,NCB,3,0,facebook,Female,41,4,653,11335255653.0,3,1,1,synthetic,
35177737158,2025-03-18,NCB,3,0,facebook,Female,27,7,399,10408876774.0,1,0,1,synthetic,
97055565319,2025-11-23,NCB,3,0,facebook,Male,54,8,726,4332879030.0,1,0,1,synthetic,
53842364088,2025-03-29,NCB,3,0,facebook,Male,48,3,529,7104770543.0,1,0,1,synthetic,
14512822963,2025-04-10,NCB,5,0,facebook,Male,43,10,516,8834363448.0,1,1,1,synthetic,
83762516821,2026-02-09,NCB,4,0,facebook,Male,27,4,566,2089112122.0,2,1,1,synthetic,
19968855094,2025-12-13,NCB,1,1,facebook,Male,26,6,644,8570646604.0,2,0,1,synthetic,
32598194839,2025-09-13,NCB,4,0,facebook,Female,27,4,516,6837341818.0,2,1,0,synthetic,
89197266817,2025-04-17,NCB,3,0,facebook,Male,31,2,605,6213494288.0,5,0,1,synthetic,
96796580991,2025-12-18,NCB,5,0,facebook,Female,27,2,487,2022365479.0,1,1,1,synthetic,
50336688987,2025-09-04,NCB,4,0,facebook,Female,39,11,412,10193492564.0,1,1,1,synthetic,
59281970155,2025-09-16,NCB,4,0,facebook,Male,23,2,319,7040061032.0,3,1,0,synthetic,
75272868966,2025-04-25,NCB,4,0,facebook,Female,27,9,682,10765342041.0,2,0,1,synthetic,
59881127159,2026-02-21,NCB,2,1,facebook,Female,25,2,678,4749564595.0,5,1,1,synthetic,
90848714629,2025-05-02,NCB,3,0,facebook,Female,18,0,411,5861809636.0,3,0,1,synthetic,
38642989227,2025-07-31,NCB,2,1,facebook,Male,55,15,372,11503931565.0,2,0,1,synthetic,
62833953307,2025-06-26,NCB,4,0,facebook,Female,47,2,844,135066488.0,2,1,0,synthetic,
12089319725,2025-09-25,NCB,4,0,facebook,Male,50,19,539,7938541985.0,4,1,1,synthetic,
72826550274,2025-08-06,NCB,4,0,facebook,Male,30,2,425,11957296921.0,1,1,0,synthetic,
36876035497,2025-10-26,NCB,2,1,facebook,Female,19,0,344,14670227289.0,2,1,1,synthetic,
49004776407,2025-05-30,NCB,4,0,facebook,Female,39,15,532,6286564359.0,2,0,1,synthetic,
55742664127,2025-12-05,NCB,4,0,facebook,Male,47,9,355,9222929843.0,2,1,1,synthetic,
89124612389,2025-07-02,NCB,5,0,facebook,Male,22,2,665,10557046948.0,1,0,1,synthetic,
41327996378,2025-08-30,NCB,4,0,facebook,Female,38,2,452,11877636073.0,2,0,1,synthetic,
42176260135,2026-02-08,NCB,5,0,facebook,Male,28,10,763,6114781609.0,3,1,1,synthetic,
73200216820,2025-06-10,NCB,3,0,facebook,Male,44,3,320,7915525959.0,1,0,1,synthetic,
88396656492,2026-02-14,NCB,4,0,facebook,Male,24,2,507,6196854340.0,1,0,1,synthetic,
13684055635,2025-07-17,NCB,3,0,facebook,Female,38,16,558,8464813935.0,3,0,0,synthetic,
30939109741,2025-08-24,NCB,4,0,facebook,Female,31,6,561,9154359980.0,1,1,1,synthetic,
77492637009,2025-07-30,NCB,4,0,facebook,Female,35,5,371,8178488323.0,1,0,0,synthetic,
71488242716,2025-08-21,NCB,4,0,facebook,Male,21,3,847,5587859916.0,4,1,1,synthetic,
23447024656,2025-03-03,NCB,5,0,facebook,Female,31,8,580,8124981703.0,1,1,1,synthetic,
50305995404,2025-12-22,NCB,1,1,facebook,Female,46,6,613,10732770134.0,2,0,0,synthetic,
83524471040,2025-05-25,NCB,4,0,facebook,Male,52,4,358,5268378087.0,4,0,1,synthetic,
75564089452,2025-03-07,NCB,2,1,facebook,Female,45,20,607,7471613431.0,2,1,1,synthetic,
38909529736,2025-10-31,NCB,4,0,facebook,Female,29,8,515,9357345841.0,1,1,0,synthetic,
53852562819,2025-09-26,NCB,5,0,facebook,Female,23,2,822,14596812699.0,2,1,1,synthetic,
39229544948,2025-08-27,NCB,5,0,facebook,Male,23,2,307,5136576924.0,5,1,1,synthetic,
82316039633,2025-03-17,NCB,2,1,facebook,Male,25,3,808,9006139150.0,4,0,1,synthetic,
80545100877,2025-05-10,NCB,5,0,facebook,Female,25,1,663,9246440711.0,5,1,1,synthetic,
52267550568,2025-11-04,NCB,3,0,facebook,Female,33,5,667,6970909908.0,3,1,1,synthetic,
36029026861,2026-01-09,NCB,3,0,facebook,Male,31,12,579,4774597379.0,1,1,1,synthetic,
63130605106,2025-05-15,NCB,3,0,facebook,Female,24,4,336,6147654610.0,2,1,1,synthetic,
32943743539,2025-02-27,NCB,2,1,facebook,Male,25,1,640,10516179329.0,3,1,1,synthetic,
16995939344,2025-05-22,NCB,1,1,facebook,Male,24,5,670,2882387505.0,1,1,1,synthetic,
31583425271,2025-03-01,NCB,4,0,facebook,Female,38,13,625,9103972063.0,2,0,1,synthetic,
42495260466,2025-08-27,NCB,2,1,facebook,Male,29,6,684,15738054827.0,2,1,1,synthetic,
69173464758,2025-04-13,NCB,3,0,facebook,Female,42,1,611,5912836780.0,4,0,1,synthetic,
61596072130,2026-02-22,NCB,4,0,facebook,Male,51,8,571,11880911897.0,3,0,1,synthetic,
43534563674,2026-01-15,NCB,4,0,facebook,Female,34,0,623,8925028633.0,2,1,1,synthetic,
74334881414,2026-02-12,NCB,2,1,facebook,Male,36,0,447,3845481283.0,2,1,1,synthetic,
79927311705,2026-01-05,NCB,3,0,facebook,Female,49,18,710,3639909895.0,2,1,1,synthetic,
42221471589,2025-03-26,NCB,3,0,facebook,Male,21,1,592,6392065818.0,1,1,1,synthetic,
32120409793,2025-07-04,NCB,3,0,facebook,Female,35,13,700,11645239978.0,3,1,1,synthetic,
38443286162,2026-02-14,NCB,5,0,facebook,Male,33,14,673,10352854985.0,1,0,0,synthetic,
52220142454,2025-12-07,NCB,2,1,facebook,Female,22,0,324,10531421630.0,3,0,1,synthetic,
35109309089,2025-12-15,NCB,5,0,facebook,Male,40,2,786,7372244569.0,2,1,1,synthetic,
37629852196,2025-09-24,NCB,3,0,facebook,Male,42,15,468,10927189969.0,1,1,0,synthetic,
31845617675,2025-07-25,NCB,1,1,facebook,Male,37,4,511,1079553166.0,4,0,1,synthetic,
71570588897,2025-07-18,NCB,5,0,facebook,Male,49,2,393,11406934237.0,4,0,1,synthetic,
27962471079,2025-07-02,NCB,5,0,facebook,Female,40,11,555,11226669320.0,3,0,1,synthetic,
88092371318,2025-05-31,NCB,5,0,facebook,Female,19,0,579,9525517644.0,1,0,1,synthetic,
52417492461,2026-02-05,NCB,5,0,facebook,Female,31,8,410,10469330833.0,2,0,1,synthetic,
39964279997,2026-01-14,NCB,4,0,facebook,Female,19,1,400,11240714249.0,1,0,1,synthetic,
22722179977,2026-01-16,NCB,2,1,facebook,Female,44,20,745,173772984.0,3,0,0,synthetic,
17044668628,2025-08-21,NCB,5,0,facebook,Female,29,7,455,13445997235.0,4,1,1,synthetic,
87541852594,2025-07-13,NCB,2,1,facebook,Female,24,6,827,1463829283.0,3,0,0,synthetic,
31340658817,2026-01-12,NCB,1,1,facebook,Female,30,4,605,6321627292.0,4,1,0,synthetic,
25509655403,2025-05-24,NCB,5,0,facebook,Female,20,1,580,7606400368.0,1,0,1,synthetic,
60800838255,2025-07-27,NCB,2,1,facebook,Female,24,6,850,13883588455.0,2,0,0,synthetic,
33588623528,2025-12-14,NCB,3,0,facebook,Female,30,0,525,6664409647.0,2,0,1,synthetic,
49624649489,2025-03-20,NCB,1,1,facebook,Female,23,0,680,13852611163.0,1,1,1,synthetic,
92893985825,2025-10-22,NCB,5,0,facebook,Female,32,0,800,6047126856.0,2,0,1,synthetic,
46001554587,2025-03-31,NCB,3,0,facebook,Female,43,10,644,5426265870.0,2,0,1,synthetic,
91968260432,2026-02-09,NCB,4,0,facebook,Male,25,4,525,1955825140.0,1,0,1,synthetic,
30072395331,2025-11-12,NCB,3,0,facebook,Male,33,7,367,7634756768.0,2,0,0,synthetic,
71294175238,2025-11-27,NCB,1,1,facebook,Male,20,2,606,12794856786.0,3,0,0,synthetic,
99667827721,2025-11-03,NCB,5,0,facebook,Male,28,1,304,11322719999.0,2,1,1,synthetic,
37853272655,2025-12-09,NCB,4,0,facebook,Male,33,5,838,8445479590.0,1,0,0,synthetic,
10500313496,2025-03-24,NCB,1,1,facebook,Female,63,4,400,3294324243.0,4,1,1,synthetic,
16508861092,2025-11-26,NCB,4,0,facebook,Female,41,5,351,13426222663.0,1,0,1,synthetic,
36796785435,2025-11-22,NCB,3,0,facebook,Male,21,3,463,8246550381.0,3,0,1,synthetic,
36371074015,2026-01-08,NCB,5,0,facebook,Female,25,4,710,11451022716.0,3,1,1,synthetic,
46399420959,2026-02-15,NCB,5,0,facebook,Female,19,0,432,3267234530.0,2,0,1,synthetic,
89187994901,2025-12-03,NCB,3,0,facebook,Female,29,3,539,10605931745.0,1,1,1,synthetic,
34124654820,2025-05-20,NCB,3,0,facebook,Male,32,2,535,13463358108.0,1,1,1,synthetic,
12337880593,2025-12-04,NCB,5,0,facebook,Male,34,14,512,5316003100.0,2,0,1,synthetic,
33957444615,2025-06-29,NCB,5,0,facebook,Female,33,5,445,11250413412.0,1,0,1,synthetic,
75055073507,2025-10-02,NCB,1,1,facebook,Male,48,9,718,6273967739.0,3,0,1,synthetic,
92700581470,2025-04-14,NCB,4,0,facebook,Male,21,2,384,7697454571.0,3,1,0,synthetic,
53521542110,2025-11-16,NCB,2,1,facebook,Female,46,20,549,11236253233.0,2,0,1,synthetic,
74450060675,2026-01-25,NCB,5,0,facebook,Male,22,2,320,5656361678.0,2,0,0,synthetic,
80285626814,2025-05-05,NCB,1,1,facebook,Male,32,13,309,3423978421.0,2,1,0,synthetic,
11535626800,2025-10-23,NCB,1,1,facebook,Male,33,1,434,1283709023.0,3,0,1,synthetic,
86516288582,2025-03-01,NCB,5,0,facebook,Male,44,7,343,1643801726.0,3,1,0,synthetic,
54922271170,2025-03-21,NCB,3,0,facebook,Male,40,16,756,5659536993.0,2,1,1,synthetic,
16865048189,2025-05-09,NCB,4,0,facebook,Female,26,3,308,5280835993.0,3,1,0,synthetic,
34748134655,2025-09-27,NCB,5,0,facebook,Female,27,4,697,2460950970.0,4,1,1,synthetic,
94961974227,2025-03-06,NCB,4,0,facebook,Male,19,1,600,8904395884.0,2,1,1,synthetic,
89030470349,2025-07-10,NCB,4,0,facebook,Male,34,13,756,8392141400.0,1,1,1,synthetic,
40702719447,2025-08-25,NCB,3,0,facebook,Male,33,8,512,6945953545.0,4,1,1,synthetic,
72283168022,2026-01-18,NCB,5,0,facebook,Male,29,9,626,5485368882.0,2,0,0,synthetic,
87146458362,2025-06-15,NCB,2,1,facebook,Female,32,9,841,7708305450.0,1,1,1,synthetic,
19020516201,2025-08-28,NCB,4,0,facebook,Male,27,5,336,9034554204.0,2,0,1,synthetic,
23496548034,2025-07-31,NCB,3,0,facebook,Female,37,5,323,9928491274.0,5,0,1,synthetic,
41345450985,2026-01-11,NCB,1,1,facebook,Female,39,6,401,13051222345.0,3,1,0,synthetic,
41638673432,2025-12-30,NCB,5,0,facebook,Female,48,4,786,11176737763.0,2,0,0,synthetic,
25938176240,2025-04-05,NCB,4,0,facebook,Female,26,5,570,17565528491.0,1,1,1,synthetic,
